Method,Endpoint,RequestFields,SourceFiles,SourceLocations,Client
PUT,{VITE_APIURL}FuelTypes/UpdateFuelType,"CreatedBy, ModifiedBy, Status, {key}",src/components/VehicleFuelLayer.jsx,src/components/VehicleFuelLayer.jsx:131,axios
GET,{VITE_APIURL}GST/GstMaster,,src/components/ServicePlanAddLayer.jsx,src/components/ServicePlanAddLayer.jsx:57,axios
GET,{VITE_APIURL}Includes,,src/components/BookServicesLayer.jsx; src/components/CaseStudiesAddLayer.jsx; src/components/DealerBookingsView.jsx; src/components/IncludesLayer.jsx; src/components/ServicePlanAddLayer.jsx,src/components/BookServicesLayer.jsx:248; src/components/CaseStudiesAddLayer.jsx:85; src/components/DealerBookingsView.jsx:97; src/components/IncludesLayer.jsx:64; src/components/ServicePlanAddLayer.jsx:139,axios
POST,{VITE_APIURL}Includes,"CategoryID, CreatedBy, Default_Price, Description, EstimatedDurationMinutes, IncludeID, IncludeName, IncludePrice, IsActive, PackageName, SkillID, SubCategoryID, TotalPrice, addOnID, basePrice, bookingId, bookingTrackID, completedBy, completedRole, createdBy, dealerID, description, gstAmount, gstPercent, id, ids, includes, inspectionDate, inspectionTimeSlot, inspectionType, isActive, is_Completed, labourCharges, leadId, modifiedBy, our_Earnings, percentage, price, quantity, serviceId, serviceName, serviceType, services, statusName, supervisorId, supervisorRole, type",src/components/BookServicesLayer.jsx; src/components/IncludesLayer.jsx,src/components/BookServicesLayer.jsx:830; src/components/BookServicesLayer.jsx:886; src/components/IncludesLayer.jsx:140,axios
PUT,{VITE_APIURL}Includes,,src/components/IncludesLayer.jsx,src/components/IncludesLayer.jsx:135,axios
GET,{VITE_APIURL}Inspection,,src/components/ServiceIntakeListLayer.jsx,src/components/ServiceIntakeListLayer.jsx:40,axios
GET,{VITE_APIURL}Inspection/checklist-pdf/{inspectionId},,src/components/ServiceIntakeListLayer.jsx,src/components/ServiceIntakeListLayer.jsx:138,axios
POST,{VITE_APIURL}Inspection/insert,"AmountStatus, Area, Brand, ChecklistItems, CustName, Email, Fuel, Images, InspectionAmount, InspectionDate, KmDriven, Location, Model, PhoneNumber, RecommendedServices, Remarks, TechnicianName, TrackId, VehicleNumber, YearOfPurchase",src/components/ServiceInspectionRequestLayer.jsx,src/components/ServiceInspectionRequestLayer.jsx:387,axios
POST,{VITE_APIURL}Inspection/payment-complete,"inspectionId, qrId",src/components/ServiceInspectionRequestLayer.jsx; src/components/ServiceIntakeListLayer.jsx,src/components/ServiceInspectionRequestLayer.jsx:437; src/components/ServiceIntakeListLayer.jsx:61,axios
GET,{VITE_APIURL}Leads,,src/components/ForwardLeadsLayer.jsx; src/components/LeadsAssignLayer.jsx,src/components/ForwardLeadsLayer.jsx:56; src/components/LeadsAssignLayer.jsx:42,fetch
GET,{VITE_APIURL}Leads/AssignedLeads?Emp_Assign={employeeId}&DateType=UpdatedDate OR CreatedDate&FromDate={fromDate}&ToDate={toDate},,src/components/EmployeeLeadsReportLayer.jsx,src/components/EmployeeLeadsReportLayer.jsx:71,axios
POST,{VITE_APIURL}Leads/AssignLeadsToEmployee,"emp_Assign, head_Assign, leadIds",src/components/LeadsAssignLayer.jsx,src/components/LeadsAssignLayer.jsx:332,axios
POST,{VITE_APIURL}Leads/AssignLeadsToHead,"emp_Assign, head_Assign, leadIds",src/components/LeadsAssignLayer.jsx,src/components/LeadsAssignLayer.jsx:285,axios
POST,{VITE_APIURL}Leads/confirm-booking-addons-by-supervisor,"CategoryID, CreatedBy, Default_Price, Description, EstimatedDurationMinutes, IncludeID, IncludeName, IncludePrice, IsActive, PackageName, SkillID, SubCategoryID, TotalPrice, addOnID, basePrice, bookingId, bookingTrackID, completedBy, completedRole, createdBy, dealerID, description, gstAmount, gstPercent, id, ids, includes, inspectionDate, inspectionTimeSlot, inspectionType, isActive, is_Completed, labourCharges, leadId, modifiedBy, our_Earnings, percentage, price, quantity, serviceId, serviceName, serviceType, services, statusName, supervisorId, supervisorRole, type",src/components/BookServicesLayer.jsx,src/components/BookServicesLayer.jsx:1910; src/components/BookServicesLayer.jsx:1987,axios
POST,{VITE_APIURL}Leads/ConvertLead,,src/components/LeadViewLayer.jsx,src/components/LeadViewLayer.jsx:1242,axios
GET,{VITE_APIURL}Leads/dealer-summary,,src/components/RevenueReports.jsx,src/components/RevenueReports.jsx:95,axios
GET,{VITE_APIURL}Leads/EmployeeFollowupStatus?{params.join},,src/components/LeadReportsLayer.jsx,src/components/LeadReportsLayer.jsx:82,axios
POST,{VITE_APIURL}Leads/GenerateEstimationInvoice,bookingID,src/components/BookingViewLayer.jsx; src/components/InvoiceViewLayer.jsx,src/components/BookingViewLayer.jsx:3323; src/components/InvoiceViewLayer.jsx:257,axios
POST,{VITE_APIURL}Leads/GenerateFinalInvoice,bookingID,src/components/BookingViewLayer.jsx; src/components/InvoiceViewLayer.jsx,src/components/BookingViewLayer.jsx:3205; src/components/InvoiceViewLayer.jsx:266,axios
GET,{VITE_APIURL}Leads/GetLeadsByIds?LeadIds={bookingData.LeadId},,src/components/BasicInformationLayer.jsx,src/components/BasicInformationLayer.jsx:117,fetch
GET,{VITE_APIURL}Leads/GetLeadsByIds?LeadIds={leadId},,src/components/LeadViewLayer.jsx; src/components/LeadViewOnlyLayer.jsx,src/components/LeadViewLayer.jsx:388; src/components/LeadViewOnlyLayer.jsx:40,fetch
POST,{VITE_APIURL}Leads/InsertLeadFollowUp,"AddressId, BrandID, City, Email, FuelTypeID, FullName, GSTName, GSTNumber, Id, KmDriven, Latitude, Longitude, ModelID, PhoneNumber, RegistrationNumber, VehicleId, YearOfPurchase, bookingID, created_By, custID, leadId, nextAction, nextFollowUp_Date, notes, serviceRating, serviceReview, status, techID, techRating, techReview, type",src/components/LeadViewLayer.jsx,src/components/LeadViewLayer.jsx:1124,fetch
POST,{VITE_APIURL}Leads/InsertOrUpdateFacebookLead,"...{ObjectExpression} OR {ObjectExpression}, AddressId, BrandID, City, CreatedDate, Email, FuelTypeID, FullName, GSTName, GSTNumber, Id, KmDriven, Latitude, Longitude, ModelID, PhoneNumber, Platform, RegistrationNumber, VehicleId, YearOfPurchase, accountHolderName, accountNumber, bankName, bookingID, branch, created_By, custID, customerId, id, ifscCode, leadId, nextAction, nextFollowUp_Date, notes, serviceRating, serviceReview, status, techID, techRating, techReview, type, upiId, userId",src/components/AddLeadLayer.jsx; src/components/BasicInformationLayer.jsx; src/components/LeadViewLayer.jsx,src/components/AddLeadLayer.jsx:161; src/components/BasicInformationLayer.jsx:609; src/components/BasicInformationLayer.jsx:859; src/components/LeadViewLayer.jsx:829; src/components/LeadViewLayer.jsx:906,"axios, fetch"
POST,{VITE_APIURL}Leads/SendEstimationInvoiceEmail,"bookingID, invoiceNumber",src/components/InvoiceViewLayer.jsx,src/components/InvoiceViewLayer.jsx:559,axios
POST,{VITE_APIURL}Leads/SendEstimationInvoiceWhatsApp,"bookingID, invoiceNumber",src/components/InvoiceViewLayer.jsx,src/components/InvoiceViewLayer.jsx:367,axios
POST,{VITE_APIURL}Leads/SendFinalInvoiceEmail,"bookingID, invoiceNumber",src/components/InvoiceViewLayer.jsx,src/components/InvoiceViewLayer.jsx:461,axios
POST,{VITE_APIURL}Leads/SendFinalInvoiceWhatsApp,"bookingID, invoiceNumber",src/components/InvoiceViewLayer.jsx,src/components/InvoiceViewLayer.jsx:412,axios
GET,{VITE_APIURL}Leads/telecaller-headcount?headAssignId={employeeData.Id} OR {VITE_APIURL}Leads/telecaller-headcount?empId={employeeData.Id},,src/components/SupportDashboardLayer.jsx,src/components/SupportDashboardLayer.jsx:46,axios
GET,{VITE_APIURL}Leads/TodayAssignedFollowUpLeads?EmpId={{localStorage.getItem}}&PageNumber={pageNumber}&PageSize=100&SearchText={{search.trim}}&Status={callOutcome},,src/components/TodayLeadsLayer.jsx,src/components/TodayLeadsLayer.jsx:37,axios
POST,{VITE_APIURL}Leads/TransferLead,"createdBy, fromEmployeeId, leadIds, reason, roleName, toEmployeeId",src/components/ForwardLeadsLayer.jsx; src/components/OrganicLeadsLayer.jsx,src/components/ForwardLeadsLayer.jsx:188; src/components/OrganicLeadsLayer.jsx:299,axios
POST,{VITE_APIURL}Leads/UploadExcel,file,src/components/OrganicLeadsLayer.jsx,src/components/OrganicLeadsLayer.jsx:784,axios
GET,{VITE_APIURL}LeaveRequest,,src/components/LeaveListLayer.jsx,src/components/LeaveListLayer.jsx:25,axios
PUT,{VITE_APIURL}LeaveRequest?leaveId={LeaveID}&status={status},,src/components/LeaveEditLayer.jsx,src/components/LeaveEditLayer.jsx:62,axios
GET,{VITE_APIURL}LeaveRequest/leaveid?leaveid={LeaveID},,src/components/LeaveEditLayer.jsx,src/components/LeaveEditLayer.jsx:37,axios
GET,{VITE_APIURL}NotificationTemplate,,src/components/NotificationTemplatesLayer.jsx,src/components/NotificationTemplatesLayer.jsx:29,axios
POST,{VITE_APIURL}NotificationTemplate,,src/components/NotificationTemplatesLayer.jsx,src/components/NotificationTemplatesLayer.jsx:50,axios
PUT,{VITE_APIURL}NotificationTemplate,,src/components/NotificationTemplatesLayer.jsx,src/components/NotificationTemplatesLayer.jsx:48,axios
DELETE,{VITE_APIURL}NotificationTemplate/{id},,src/components/NotificationTemplatesLayer.jsx,src/components/NotificationTemplatesLayer.jsx:77,axios
GET,{VITE_APIURL}Payments,,src/components/PaymentListLayer.jsx; src/components/child/RecentTransactions.jsx,src/components/child/RecentTransactions.jsx:17; src/components/PaymentListLayer.jsx:46,axios
PUT,{VITE_APIURL}Payments,"bookingID, isRefunded",src/components/TicketInnerLayer.jsx,src/components/TicketInnerLayer.jsx:364,axios
POST,{VITE_APIURL}Payments/final-payment-link,"bookingId, couponAmount, couponCode, customerId, email, paymentAmount, phoneNumber",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:4009,axios
POST,{VITE_APIURL}Payments/InsertBookingAddOnsPayment,"ProofAttachment, amountPaid, bookingID, couponAmount, couponCode, createdBy, paymentMode, paymentStatus, paymentType",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:4063,axios
GET,{VITE_APIURL}Payments/Revenue?groupBy={daily|weekly|monthly|yearly}&fromDate={fromDate}&toDate={toDate},,src/components/child/RevenueReportCharts.jsx,src/components/child/RevenueReportCharts.jsx:121,axios
GET,{VITE_APIURL}Permission,,src/components/PermissionLayer.jsx; src/components/RolePermissionLayer.jsx,src/components/PermissionLayer.jsx:45; src/components/RolePermissionLayer.jsx:26,axios
POST,{VITE_APIURL}Permission,"IsActive, name, page",src/components/PermissionLayer.jsx,src/components/PermissionLayer.jsx:92,axios
PUT,{VITE_APIURL}Permission,"IsActive, id, name, page",src/components/PermissionLayer.jsx,src/components/PermissionLayer.jsx:84,axios
DELETE,{VITE_APIURL}Permission/{id},,src/components/PermissionLayer.jsx,src/components/PermissionLayer.jsx:166,axios
DELETE,{VITE_APIURL}PlanPackage/,PlanID,src/components/ServicePlanListLayer.jsx,src/components/ServicePlanListLayer.jsx:77,axios
GET,{VITE_APIURL}PlanPackage/GetPlanPackageDetailsByID/{PackageID},,src/components/CaseStudiesAddLayer.jsx; src/components/ServicePlanAddLayer.jsx,src/components/CaseStudiesAddLayer.jsx:102; src/components/ServicePlanAddLayer.jsx:156,axios
GET,{VITE_APIURL}PlanPackage/GetPlanPackagesDetails,,src/components/BookServicesLayer.jsx; src/components/CaseStudiesLayer.jsx; src/components/ExplanationsAddLayer.jsx; src/components/FaqsAddLayer.jsx; src/components/SeoAddLayer.jsx; src/components/ServicePlanListLayer.jsx; src/components/ServicePlanPriceAddLayer.jsx; src/components/ServicePlanPriceAddLayer11.jsx; src/components/ServicePlanPriceEditLayer.jsx,src/components/BookServicesLayer.jsx:163; src/components/BookServicesLayer.jsx:570; src/components/CaseStudiesLayer.jsx:29; src/components/ExplanationsAddLayer.jsx:52; src/components/FaqsAddLayer.jsx:52; src/components/SeoAddLayer.jsx:60; src/components/ServicePlanListLayer.jsx:27; src/components/ServicePlanPriceAddLayer.jsx:61; src/components/ServicePlanPriceAddLayer11.jsx:111; src/components/ServicePlanPriceEditLayer.jsx:61,axios
POST,{VITE_APIURL}PlanPackage/InsertPlanPackage,"CategoryID, CreatedBy, Default_Price, Description, EstimatedDurationMinutes, IncludeID, IncludeName, IncludePrice, IsActive, PackageName, SkillID, SubCategoryID, TotalPrice, addOnID, basePrice, bookingId, bookingTrackID, completedBy, completedRole, createdBy, dealerID, description, gstAmount, gstPercent, id, ids, includes, inspectionDate, inspectionTimeSlot, inspectionType, isActive, is_Completed, labourCharges, leadId, modifiedBy, our_Earnings, percentage, price, quantity, serviceId, serviceName, serviceType, services, statusName, supervisorId, supervisorRole, type",src/components/BookServicesLayer.jsx,src/components/BookServicesLayer.jsx:744,axios
POST,{VITE_APIURL}PlanPackage/UpdatePlanPackage OR {VITE_APIURL}PlanPackage/InsertPlanPackage,"BannerImages, CategoryID, CreatedBy, Default_Price, EstimatedDurationMinutes, IncludeID, IsActive, ModifiedBy, PackageID, PackageImage, PackageName, SubCategoryID, TotalPrice, gst_amt, gst_p, inc_gstamt",src/components/CaseStudiesAddLayer.jsx; src/components/ServicePlanAddLayer.jsx,src/components/CaseStudiesAddLayer.jsx:242; src/components/ServicePlanAddLayer.jsx:314,axios
GET,{VITE_APIURL}PlanPackagePrice,,src/components/ServicePlanPriceListLayer.jsx,src/components/ServicePlanPriceListLayer.jsx:23,axios
POST,{VITE_APIURL}PlanPackagePrice/AddPlanPackagePrice,"BrandID, FuelTypeID, IsActive, ModelID, ModifiedBy, PackageID, Serv_Off_Price, Serv_Reg_Price, {key}",src/components/ServicePlanPriceAddLayer.jsx; src/components/ServicePlanPriceAddLayer11.jsx; src/components/ServicePlanPriceEditLayer.jsx,src/components/ServicePlanPriceAddLayer.jsx:178; src/components/ServicePlanPriceAddLayer11.jsx:327; src/components/ServicePlanPriceEditLayer.jsx:178,axios
DELETE,{VITE_APIURL}PlanPackagePrice/Delete,PlanPriceID,src/components/ServicePlanPriceListLayer.jsx,src/components/ServicePlanPriceListLayer.jsx:47,axios
GET,{VITE_APIURL}PlanPackagePrice/GetPricesByBrandAndPackage?brandId={data.BrandID}&packageId={data.PackageID},,src/components/ServicePlanPriceAddLayer11.jsx,src/components/ServicePlanPriceAddLayer11.jsx:142,axios
GET,{VITE_APIURL}PlanPackagePrice/planpackagepriceid?planpackagepriceid={PlanPackagePriceID},,src/components/ServicePlanPriceAddLayer.jsx; src/components/ServicePlanPriceAddLayer11.jsx; src/components/ServicePlanPriceEditLayer.jsx,src/components/ServicePlanPriceAddLayer.jsx:76; src/components/ServicePlanPriceAddLayer11.jsx:127; src/components/ServicePlanPriceAddLayer11.jsx:182; src/components/ServicePlanPriceEditLayer.jsx:76,axios
PUT,{VITE_APIURL}PlanPackagePrice/UpdatePlanPackagePrice,"BrandID, FuelTypeID, IsActive, ModelID, ModifiedBy, PackageID, Serv_Off_Price, Serv_Reg_Price, {key}",src/components/ServicePlanPriceAddLayer.jsx; src/components/ServicePlanPriceAddLayer11.jsx; src/components/ServicePlanPriceEditLayer.jsx,src/components/ServicePlanPriceAddLayer.jsx:175; src/components/ServicePlanPriceAddLayer11.jsx:325; src/components/ServicePlanPriceEditLayer.jsx:175,axios
POST,{VITE_APIURL}Push/register,"fcmToken, platform, userId, userRole",src/masterLayout/MasterLayout.jsx,src/masterLayout/MasterLayout.jsx:378,fetch
POST,{VITE_APIURL}Push/send-notification,"body, link, role, title",src/components/NotificationSendLayer.jsx,src/components/NotificationSendLayer.jsx:38,axios
POST,{VITE_APIURL}Refund/Refund,"amount, bookingId, paymentId",src/components/BookingViewLayer.jsx; src/components/PaymentListLayer.jsx; src/components/RefundLayer.jsx,src/components/BookingViewLayer.jsx:2693; src/components/PaymentListLayer.jsx:90; src/components/RefundLayer.jsx:451,axios
GET,{VITE_APIURL}Reports?fromDate={0}&toDate={0},,src/components/child/TodaysBookings.jsx,src/components/child/TodaysBookings.jsx:18,axios
GET,{VITE_APIURL}Reports?fromDate={fromDate}&toDate={toDate},,src/components/TodayBookingsLayer.jsx,src/components/TodayBookingsLayer.jsx:31,axios
GET,{VITE_APIURL}Reports/GetCollectionAmount,,src/components/child/TopCustomer.jsx,src/components/child/TopCustomer.jsx:57,axios
GET,{VITE_APIURL}Reports/GetCollectionAmount?fromDate={{formatDate}}&toDate={{formatDate}},,src/components/child/TopCustomer.jsx,src/components/child/TopCustomer.jsx:38; src/components/child/TopCustomer.jsx:44; src/components/child/TopCustomer.jsx:50,axios
POST,{VITE_APIURL}Reschedules,"Status, bookingID, newSchedule, oldSchedule, reason, requestedBy, timeSlot",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:990,axios
POST,{VITE_APIURL}Rework/insert,"AssignedBy, AssingedTimeSlot, BookingID, Role, ServiceType, TechID, addOnID, addOnId, addOnIds, addOns, assignDate, assignTimeSlot, bookingID, bookingId, bookingIds, cancelledBy, completedBy, completedRole, createdBy, endTimeslot, fieldAdvisorId, ids, is_Completed, lastReworkID, leadId, reason, refundStatus, role, scheduledDate, status, statusName, supervisorHeadId, supervisorID, techID, ticketId, timeSlot, timeslot",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:3725,axios
POST,{VITE_APIURL}rolehaspermissions,"isActive, permission_ids, role_id",src/components/RolePermissionLayer.jsx,src/components/RolePermissionLayer.jsx:111,axios
GET,{VITE_APIURL}rolehaspermissions/id?roleId={{localStorage.getItem}},,src/masterLayout/MasterLayout.jsx,src/masterLayout/MasterLayout.jsx:144,axios
GET,{VITE_APIURL}rolehaspermissions/id?roleId={roleId},,src/components/RolePermissionLayer.jsx; src/context/PermissionContext.jsx,src/components/RolePermissionLayer.jsx:52; src/context/PermissionContext.jsx:88,axios
GET,{VITE_APIURL}Roles,,src/components/EmployeeAddLayer.jsx; src/components/NotificationSendLayer.jsx; src/components/RoleLayer.jsx,src/components/EmployeeAddLayer.jsx:139; src/components/NotificationSendLayer.jsx:17; src/components/RoleLayer.jsx:45,axios
POST,{VITE_APIURL}Roles,"IsActive, name",src/components/RoleLayer.jsx,src/components/RoleLayer.jsx:91,axios
PUT,{VITE_APIURL}Roles,"IsActive, id, name",src/components/RoleLayer.jsx,src/components/RoleLayer.jsx:84,axios
DELETE,{VITE_APIURL}Roles/,RoleID,src/components/RoleLayer.jsx,src/components/RoleLayer.jsx:165,axios
GET,{VITE_APIURL}Seometa,,src/components/SeoListLayer.jsx,src/components/SeoListLayer.jsx:18,axios
POST,{VITE_APIURL}Seometa,"content, page_slug, seo_description, seo_keywords, seo_score, seo_title",src/components/SeoAddLayer.jsx,src/components/SeoAddLayer.jsx:286,axios
PUT,{VITE_APIURL}Seometa,"content, page_slug, seo_description, seo_id, seo_keywords, seo_score, seo_title",src/components/SeoAddLayer.jsx,src/components/SeoAddLayer.jsx:295,axios
GET,{VITE_APIURL}Seometa/seo_id?seoid={seoid},,src/components/SeoAddLayer.jsx,src/components/SeoAddLayer.jsx:92,axios
POST,{VITE_APIURL}ServiceImages/CancelCarPickupDelivery?id={service.AddOnID},,src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:1061,axios
GET,{VITE_APIURL}ServiceImages/DealerPickupDeliveryReport?dealerId={{localStorage.getItem}},,src/components/DealerVehicleReportLayer.jsx,src/components/DealerVehicleReportLayer.jsx:36,axios
GET,{VITE_APIURL}ServiceImages/GetChecklistForTechnician?planId=184,,src/components/ServiceInspectionRequestLayer.jsx,src/components/ServiceInspectionRequestLayer.jsx:113,axios
GET,{VITE_APIURL}ServiceImages/GetTechnicianRecordsByAssignDate?assignDate={date} OR {0}&assignTimeSlot={{startTime.substring}} OR }&endTimeslot={{endTime.substring}} OR },,src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:694,axios
GET,{VITE_APIURL}ServiceImages/InspectionChecklistPdf/{bookingId},,src/components/InspectionChecklistAccordion.jsx,src/components/InspectionChecklistAccordion.jsx:18,fetch
POST,{VITE_APIURL}ServiceImages/ReassignCarPickupDelivery,"assignTimeSlot, endTimeslot, id, newAssignDate, newTechID",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:1234,axios
POST,{VITE_APIURL}ServiceImages/RescheduleCarPickupDelivery,"assignTimeSlot, endTimeslot, id, newAssignDate",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:1129,axios
GET,{VITE_APIURL}ServiceLeads/FacebookLeads?EmployeeId={OptionalMemberExpression}&RoleName={OptionalMemberExpression},,src/components/ClosedLeadsLayer.jsx; src/components/LeadsLayer.jsx,src/components/ClosedLeadsLayer.jsx:34; src/components/LeadsLayer.jsx:37,fetch
GET,{VITE_APIURL}ServiceLeads/FacebookLeads?pageNumber={page}&pageSize=100&searchText={text}&platform={platformFilter}&Status={callOutcome}&fromDate={fromDate}&toDate={toDate}&DateType=CreatedDate OR ModifiedDate&EmployeeId={OptionalMemberExpression}&RoleName={OptionalMemberExpression},,src/components/OrganicLeadsLayer.jsx,src/components/OrganicLeadsLayer.jsx:66; src/components/OrganicLeadsLayer.jsx:751; src/components/OrganicLeadsLayer.jsx:842,"axios, fetch"
GET,{VITE_APIURL}ServiceLeads/FacebookLeads?pageNumber=1&pageSize=500&Status=Next+Follow+Up&EmployeeId={employeeData.Id}&RoleName={employeeData.RoleName},,src/masterLayout/MasterLayout.jsx,src/masterLayout/MasterLayout.jsx:550,axios
GET,{VITE_APIURL}Skills,,src/components/IncludesLayer.jsx; src/components/SkillLayer.jsx; src/components/TechniciansAddLayer.jsx,src/components/IncludesLayer.jsx:105; src/components/SkillLayer.jsx:29; src/components/TechniciansAddLayer.jsx:170,axios
POST,{VITE_APIURL}Skills,"...{formData}, ...{rest}, CreatedBy, ModifiedBy",src/components/SkillLayer.jsx,src/components/SkillLayer.jsx:69,axios
PUT,{VITE_APIURL}Skills,,src/components/SkillLayer.jsx,src/components/SkillLayer.jsx:57,axios
GET,{VITE_APIURL}State,,src/components/AreaLayer.jsx; src/components/CityLayer.jsx; src/components/CustomerAddLayer.jsx; src/components/DealerAddLayer.jsx; src/components/DealerProfileLayer.jsx; src/components/DistributorLayer.jsx; src/components/StateLayer.jsx; src/components/TechniciansAddLayer.jsx,src/components/AreaLayer.jsx:83; src/components/CityLayer.jsx:59; src/components/CustomerAddLayer.jsx:68; src/components/DealerAddLayer.jsx:210; src/components/DealerProfileLayer.jsx:151; src/components/DistributorLayer.jsx:83; src/components/StateLayer.jsx:46; src/components/TechniciansAddLayer.jsx:130,axios
POST,{VITE_APIURL}State,"IsActive, StateName",src/components/StateLayer.jsx,src/components/StateLayer.jsx:92,axios
PUT,{VITE_APIURL}State,"IsActive, StateID, StateName",src/components/StateLayer.jsx,src/components/StateLayer.jsx:85,axios
DELETE,{VITE_APIURL}State/,StateID,src/components/CityLayer.jsx; src/components/StateLayer.jsx,src/components/CityLayer.jsx:133; src/components/StateLayer.jsx:166,axios
GET,{VITE_APIURL}SubCategory1,,src/components/CaseStudiesAddLayer.jsx; src/components/IncludesLayer.jsx; src/components/ServicePlanAddLayer.jsx; src/components/ServiceSubCategories1Layer.jsx,src/components/CaseStudiesAddLayer.jsx:74; src/components/IncludesLayer.jsx:92; src/components/ServicePlanAddLayer.jsx:128; src/components/ServiceSubCategories1Layer.jsx:59,axios
POST,{VITE_APIURL}SubCategory1/AddSubCategory1,"CreatedBy, IconImage1, ModifiedBy, ThumbnailImage1, {key}",src/components/ServiceSubCategories1Layer.jsx,src/components/ServiceSubCategories1Layer.jsx:139,axios
PUT,{VITE_APIURL}SubCategory1/UpdateSubCategory1,"CreatedBy, IconImage1, ModifiedBy, ThumbnailImage1, {key}",src/components/ServiceSubCategories1Layer.jsx,src/components/ServiceSubCategories1Layer.jsx:136,axios
GET,{VITE_APIURL}SubCategory2,,src/components/ServiceSubCategories2Layer.jsx,src/components/ServiceSubCategories2Layer.jsx:54,axios
POST,{VITE_APIURL}SubCategory2/AddSubCategory2,"CreatedBy, IconImage1, ModifiedBy, ThumbnailImage1, {key}",src/components/ServiceSubCategories2Layer.jsx,src/components/ServiceSubCategories2Layer.jsx:134,axios
PUT,{VITE_APIURL}SubCategory2/UpdateSubCategory2,"CreatedBy, IconImage1, ModifiedBy, ThumbnailImage1, {key}",src/components/ServiceSubCategories2Layer.jsx,src/components/ServiceSubCategories2Layer.jsx:131,axios
POST,{VITE_APIURL}Supervisor/add-temp-addons,"AssignedBy, AssingedTimeSlot, BookingID, Role, ServiceType, TechID, addOnID, addOnId, addOnIds, addOns, assignDate, assignTimeSlot, bookingID, bookingId, bookingIds, cancelledBy, completedBy, completedRole, createdBy, endTimeslot, fieldAdvisorId, ids, is_Completed, lastReworkID, leadId, reason, refundStatus, role, scheduledDate, status, statusName, supervisorHeadId, supervisorID, techID, ticketId, timeSlot, timeslot",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:2800; src/components/BookingViewLayer.jsx:2863,axios
POST,{VITE_APIURL}Supervisor/AssignToFieldAdvisor,"bookingIds, fieldAdvisorId, supervisorHeadId",src/components/BasicInformationLayer.jsx,src/components/BasicInformationLayer.jsx:323,fetch
POST,{VITE_APIURL}Supervisor/AssignToSupervisorHead,"areaId, assignStatus, assignedDate, bookingIds, createdBy, supervisorHeadId",src/components/BasicInformationLayer.jsx; src/components/LeadViewLayer.jsx,src/components/BasicInformationLayer.jsx:973; src/components/LeadViewLayer.jsx:758,fetch
PUT,{VITE_APIURL}Supervisor/Booking,"TimeSlot, bookingDate, bookingID",src/components/BasicInformationLayer.jsx; src/components/BookServicesLayer.jsx; src/components/LeadViewLayer.jsx,src/components/BasicInformationLayer.jsx:638; src/components/BookServicesLayer.jsx:1698; src/components/BookServicesLayer.jsx:1831; src/components/LeadViewLayer.jsx:977,axios
GET,{VITE_APIURL}Supervisor/BookingMetrics?FromDate={startDate}&ToDate={endDate},,src/components/BookingReportsLayer.jsx,src/components/BookingReportsLayer.jsx:32,axios
POST,{VITE_APIURL}Supervisor/confirm,"ProofAttachment, addOnId, amountPaid, bookingID, couponAmount, couponCode, createdBy, employeeId, paymentMode, paymentStatus, paymentType",src/components/BookingViewLayer.jsx; src/components/FieldAdvisorDashboardLayer.jsx,src/components/BookingViewLayer.jsx:2085; src/components/FieldAdvisorDashboardLayer.jsx:182,axios
POST,{VITE_APIURL}Supervisor/confirm-by-bookingid?bookingId={bookingData.BookingID}&supervisorId={{Number}},,src/components/InvoiceViewLayer.jsx,src/components/InvoiceViewLayer.jsx:352; src/components/InvoiceViewLayer.jsx:546,axios
POST,{VITE_APIURL}Supervisor/confirm-by-bookingid?bookingId={bookingId}&supervisorId={OptionalMemberExpression} OR 0},,src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:1938,axios
POST,{VITE_APIURL}Supervisor/CustomerConfirmationImages,"ProofAttachment, amountPaid, bookingID, couponAmount, couponCode, createdBy, paymentMode, paymentStatus, paymentType",src/components/BookingViewLayer.jsx,src/components/BookingViewLayer.jsx:3565,axios
GET,{VITE_APIURL}Supervisor/ExistingBookings?PhoneNumber={lead.PhoneNumber},,src/components/LeadViewLayer.jsx; src/components/LeadViewOnlyLayer.jsx,src/components/LeadViewLayer.jsx:512; src/components/LeadViewOnlyLayer.jsx:67,axios
GET,{VITE_APIURL}Supervisor/GetNotConfirmedBookings?supervisorHeadId={supervisorHeadId},,src/components/SupervisorHeadDashboardLayer.jsx,src/components/SupervisorHeadDashboardLayer.jsx:65,axios
